pid,jobs_completed_early,early_feedback_density,mean_gap_min,jobs_started_early,session_len_sum_early,session_len_max_early,jobs_exited_early,credit_mean_early,level_prog_mean_early,session_len_at_completion_mean,campaign_prog_mean,exit_rate_early,retention_7d,retention_14d,retention_30d,early_feedback_density_log
p4778,3,0.05,23.0083333333333,4,115,54,3,475,0,36.3333333333333,0.0526315783333333,0.75,1,1,0,0.048790164169432
p4779,1,0.0166666666666667,,2,12,11,2,222.5,0.24926735,11,0.02631579,1,0,0,0,0.0165293019512106
p478,1,0.0166666666666667,,1,1,1,1,150,1,7,0.02631579,1,0,0,0,0.0165293019512106
p4780,1,0.0166666666666667,,2,14,12,2,251.5,0.21390258,11,0.02631579,1,1,1,1,0.0165293019512106
p4781,1,0.0166666666666667,,2,11,10,1,150,0,10,0.02631579,0.5,1,0,0,0.0165293019512106
p4782,2,0.0333333333333333,9.76666666666667,3,42,25,3,110,0.0988026766666667,19,0.013157895,1,1,1,1,0.0327898228229909
p4783,1,0.0166666666666667,,2,14,12,2,113.5,0.068589405,11,0.02631579,1,1,1,1,0.0165293019512106
p4785,1,0.0166666666666667,,2,8,7,2,286.5,0.327976225,6,0.02631579,1,1,1,1,0.0165293019512106
p4786,1,0.0166666666666667,,2,23,17,1,150,0,16,0.02631579,0.5,1,0,0,0.0165293019512106
p4787,1,0.0166666666666667,,2,10,9,1,150,0,8,0.02631579,0.5,0,0,0,0.0165293019512106
p4788,1,0.0166666666666667,,2,10,9,1,60,0,8,0.02631579,0.5,1,0,0,0.0165293019512106
p4789,1,0.0166666666666667,,1,0,0,1,150,1,13,0.02631579,1,0,0,0,0.0165293019512106
p4790,0,0,,1,1,1,1,5,0.08627986,,,1,0,0,0,0
p4791,2,0.0333333333333333,33.4333333333333,3,4,4,2,375,0.5,20.5,0.039473685,0.666666666666667,1,1,1,0.0327898228229909
p4792,1,0.0166666666666667,,2,14,12,2,131.5,0.14618005,11,0.02631579,1,1,1,1,0.0165293019512106
p4793,3,0.05,25.9583333333333,4,122,58,3,450,0,40,0.0526315783333333,0.75,1,0,0,0.048790164169432
p4794,1,0.0166666666666667,,2,14,10,1,150,0,9,0.02631579,0.5,1,1,0,0.0165293019512106
p4795,3,0.05,19.3666666666667,4,94,45,3,475,0,30.6666666666667,0.0526315783333333,0.75,1,1,1,0.048790164169432
p4797,1,0.0166666666666667,,2,9,9,1,150,0,9,0.02631579,0.5,0,0,0,0.0165293019512106
p4799,1,0.0166666666666667,,1,1,1,1,150,1,11,0.02631579,1,0,0,0,0.0165293019512106
p48,0,0,,1,2,2,1,1,0.10754159,,,1,1,1,1,0
p480,1,0.0166666666666667,,2,17,13,2,165,0.0350207,13,0.02631579,1,1,1,0,0.0165293019512106
p4800,1,0.0166666666666667,,2,8,7,2,168,0.11268422,7,0.02631579,1,1,1,1,0.0165293019512106
p4801,1,0.0166666666666667,,2,9,8,1,150,0,8,0.02631579,0.5,0,0,0,0.0165293019512106
p4802,0,0,,1,1,1,1,29,0.73398745,,,1,0,0,0,0
p4803,0,0,,1,2,2,0,,,,,0,0,0,0,0
p4804,0,0,,1,1,1,1,0,0,,,1,0,0,0,0
p4805,1,0.0166666666666667,,2,11,10,1,60,0,8,0.02631579,0.5,1,1,1,0.0165293019512106
p4806,1,0.0166666666666667,,2,8,7,2,100.5,0.04373185,6,0.02631579,1,0,0,0,0.0165293019512106
p4807,1,0.0166666666666667,,2,10,9,1,150,0,9,0.02631579,0.5,0,0,0,0.0165293019512106
p4808,1,0.0166666666666667,,2,8,8,2,246,0.31783805,8,0.02631579,1,0,0,0,0.0165293019512106
p4809,0,0,,1,6,6,0,,,,,0,1,0,0,0
p481,1,0.0166666666666667,,2,12,9,1,150,0,9,0.02631579,0.5,1,1,1,0.0165293019512106
p4810,2,0.0333333333333333,52.2333333333333,2,8,7,2,375,0.5,33,0.039473685,1,1,1,1,0.0327898228229909
p4811,3,0.05,24.3916666666667,3,62,54,3,445,0.333333333333333,38.6666666666667,0.0526315783333333,1,1,0,0,0.048790164169432
p4812,0,0,,1,1,1,1,3,0.0959165,,,1,0,0,0,0
p4813,1,0.0166666666666667,,2,17,14,2,264.5,0.283261,14,0.02631579,1,1,1,1,0.0165293019512106
p4814,3,0.05,21.0666666666667,4,105,49,4,512,0.037304235,33.3333333333333,0.0526315783333333,1,0,0,0,0.048790164169432
p4816,0,0,,1,1,1,1,8,0.36744246,,,1,1,1,0,0
p4817,3,0.05,16.675,4,95,43,3,360,0,31,0.0526315783333333,0.75,0,0,0,0.048790164169432
p4818,1,0.0166666666666667,,2,10,9,1,150,0,8,0.02631579,0.5,0,0,0,0.0165293019512106
p4819,1,0.0166666666666667,,2,9,7,2,170.5,0.29775625,6,0.02631579,1,1,1,1,0.0165293019512106
p4820,1,0.0166666666666667,,2,9,8,1,150,0,7,0.02631579,0.5,0,0,0,0.0165293019512106
p4821,1,0.0166666666666667,,2,14,10,1,150,0,9,0.02631579,0.5,0,0,0,0.0165293019512106
p4822,1,0.0166666666666667,,2,10,8,2,245.5,0.217962115,7,0.02631579,1,0,0,0,0.0165293019512106
p4824,3,0.05,17.25,4,85,40,3,475,0,28,0.0526315783333333,0.75,1,1,1,0.048790164169432
p4825,1,0.0166666666666667,,1,1,1,1,150,1,5,0.02631579,1,0,0,0,0.0165293019512106
p4826,1,0.0166666666666667,,2,12,10,1,150,0,10,0.02631579,0.5,1,1,1,0.0165293019512106
p4827,3,0.05,15.9666666666667,3,69,48,3,385,0.333333333333333,38,0.0526315783333333,1,1,1,1,0.048790164169432
p4828,1,0.0166666666666667,,2,9,8,1,150,0,8,0.02631579,0.5,0,0,0,0.0165293019512106
p4829,1,0.0166666666666667,,2,8,7,1,150,0,7,0.02631579,0.5,0,0,0,0.0165293019512106
p483,3,0.05,18.7666666666667,4,94,44,3,475,0,30.3333333333333,0.0526315783333333,0.75,1,0,0,0.048790164169432
p4830,1,0.0166666666666667,,2,17,16,2,216,0.24728805,16,0.02631579,1,1,1,1,0.0165293019512106
p4831,1,0.0166666666666667,,2,21,20,1,140,0,17,0.02631579,0.5,1,1,1,0.0165293019512106
p4832,0,0,,1,1,1,1,64.65625,0.15684184,,,1,1,1,1,0
p4833,1,0.0166666666666667,,2,11,9,1,150,0,8,0.02631579,0.5,1,0,0,0.0165293019512106
p4834,3,0.05,17.6,4,98,45,4,476.25,9.590447e-05,32,0.0526315783333333,1,1,1,1,0.048790164169432
p4835,3,0.05,19.925,4,100,47,4,423.75,0.0404615175,32.6666666666667,0.0526315783333333,1,1,1,1,0.048790164169432
p4836,0,0,,1,0,0,1,61.0625,0.27174205,,,1,0,0,0,0
p4837,1,0.0166666666666667,,2,17,14,2,204,0.2860948,13,0.02631579,1,1,1,0,0.0165293019512106
p4838,1,0.0166666666666667,,2,7,7,2,145.5,0.0413214525,7,0.02631579,1,1,1,1,0.0165293019512106
p4839,3,0.05,16.85,4,78,38,4,557.25,0.101023725,26,0.0526315783333333,1,1,1,1,0.048790164169432
p484,1,0.0166666666666667,,2,23,21,2,195.5,0.12649104,20,0.02631579,1,0,0,0,0.0165293019512106
p4840,2,0.0333333333333333,17.3666666666667,3,60,38,2,90,0,28.5,0.013157895,0.666666666666667,1,1,1,0.0327898228229909
p4841,1,0.0166666666666667,,3,80,43,2,21,0,41.3333333333333,0.02631579,0.666666666666667,1,1,1,0.0165293019512106
p4842,3,0.05,23.2583333333333,4,126,58,3,475,0,40.6666666666667,0.0526315783333333,0.75,1,1,0,0.048790164169432
p4843,1,0.0166666666666667,,2,10,8,1,60,0,7,0.02631579,0.5,0,0,0,0.0165293019512106
p4844,1,0.0166666666666667,,2,11,10,2,151,0.003719927,9,0.02631579,1,0,0,0,0.0165293019512106
p4845,2,0.0333333333333333,38.1,2,9,8,2,375,0.5,27,0.039473685,1,1,1,0,0.0327898228229909
p4846,1,0.0166666666666667,,2,12,11,1,150,0,11,0.02631579,0.5,0,0,0,0.0165293019512106
p4847,2,0.0333333333333333,49.1166666666667,3,67,58,2,330,0,32.5,0.039473685,0.666666666666667,1,1,1,0.0327898228229909
p4848,1,0.0166666666666667,,1,1,1,1,150,1,7,0.02631579,1,0,0,0,0.0165293019512106
p4849,1,0.0166666666666667,,2,10,8,2,168,0.13913725,8,0.02631579,1,1,1,1,0.0165293019512106
p485,1,0.0166666666666667,,2,25,17,1,150,0,16,0.02631579,0.5,1,1,1,0.0165293019512106
p4850,1,0.0166666666666667,,2,12,11,2,158.5,0.148397175,10,0.02631579,1,0,0,0,0.0165293019512106
p4851,1,0.0166666666666667,,2,12,10,1,150,0,10,0.02631579,0.5,1,1,0,0.0165293019512106
p4852,1,0.0166666666666667,,2,12,11,1,150,0,10,0.02631579,0.5,1,1,1,0.0165293019512106
p4853,1,0.0166666666666667,,2,15,13,1,150,0,12,0.02631579,0.5,0,0,0,0.0165293019512106
p4854,1,0.0166666666666667,,2,15,13,1,150,0,12,0.02631579,0.5,1,1,1,0.0165293019512106
p4855,1,0.0166666666666667,,2,15,13,1,15,,13,0,0.5,1,1,1,0.0165293019512106
p4856,3,0.05,21.7833333333333,3,24,14,3,158,0.0674226533333333,24.6666666666667,0.0526315783333333,1,0,0,0,0.048790164169432
p4858,1,0.0166666666666667,,2,12,10,1,150,0,10,0.02631579,0.5,1,1,1,0.0165293019512106
p4859,1,0.0166666666666667,,2,8,7,2,150,0,6,0.02631579,1,0,0,0,0.0165293019512106
p486,1,0.0166666666666667,,2,22,21,1,150,0,21,0.02631579,0.5,1,1,1,0.0165293019512106
p4860,1,0.0166666666666667,,2,37,36,1,150,0,35,0.02631579,0.5,0,0,0,0.0165293019512106
p4861,1,0.0166666666666667,,2,12,11,2,94.5,0.2885304,10,0.02631579,1,1,1,1,0.0165293019512106
p4862,2,0.0333333333333333,16.85,3,28,21,3,256.333333333333,0.0674544766666667,14.5,0.039473685,1,1,1,1,0.0327898228229909
p4863,3,0.05,24.3916666666667,4,118,57,3,475,0,38.6666666666667,0.0526315783333333,0.75,1,1,1,0.048790164169432
p4864,1,0.0166666666666667,,1,2,2,1,150,1,13,0.02631579,1,1,1,0,0.0165293019512106
p4865,1,0.0166666666666667,,2,12,10,2,248.5,0.23448,9,0.02631579,1,1,1,1,0.0165293019512106
p4866,1,0.0166666666666667,,2,10,9,2,203.5,0.109287025,8,0.02631579,1,0,0,0,0.0165293019512106
p4868,1,0.0166666666666667,,2,9,8,2,316,0.42082835,8,0.02631579,1,0,0,0,0.0165293019512106
p4869,1,0.0166666666666667,,2,10,10,2,79,0.09590433,8,0.02631579,1,0,0,0,0.0165293019512106
p487,1,0.0166666666666667,,2,12,11,1,15,,9,0,0.5,0,0,0,0.0165293019512106
p4870,2,0.0333333333333333,9.06666666666667,3,30,19,3,160,0.005566526,14.5,0.02631579,1,0,0,0,0.0327898228229909
p4871,1,0.0166666666666667,,2,19,16,1,150,0,15,0.02631579,0.5,0,0,0,0.0165293019512106
p4872,1,0.0166666666666667,,2,10,8,2,231,0.39300905,7,0.02631579,1,1,1,1,0.0165293019512106
p4873,1,0.0166666666666667,,2,16,14,2,195.5,0.209397315,13,0.02631579,1,0,0,0,0.0165293019512106
p4874,3,0.05,26.15,3,64,56,2,375,0,40,0.0526315783333333,0.666666666666667,1,1,1,0.048790164169432
p4875,1,0.0166666666666667,,2,9,8,1,150,0,6,0.02631579,0.5,1,1,1,0.0165293019512106
p4876,1,0.0166666666666667,,2,7,7,1,150,0,6,0.02631579,0.5,1,1,1,0.0165293019512106
p4877,3,0.05,21.5416666666667,3,57,49,3,500,0.000567588733333333,34,0.0526315783333333,1,1,1,1,0.048790164169432
p4878,1,0.0166666666666667,,2,12,10,2,190,0.092906235,9,0.02631579,1,1,1,1,0.0165293019512106
p4879,3,0.05,20.9166666666667,4,110,50,3,375,0,35.3333333333333,0.0526315783333333,0.75,1,0,0,0.048790164169432
p488,2,0.0333333333333333,40.3166666666667,3,61,50,2,292.5,0,29,0.039473685,0.666666666666667,1,1,1,0.0327898228229909
p4880,1,0.0166666666666667,,3,21,13,4,93.5625,0.241906765666667,13,0.02631579,1.33333333333333,0,0,0,0.0165293019512106
p4881,1,0.0166666666666667,,2,72,42,1,150,0,41,0.02631579,0.5,1,1,1,0.0165293019512106
p4882,3,0.05,24.7916666666667,4,117,57,4,487.5,0.00058323105,38.6666666666667,0.0526315783333333,1,1,1,0,0.048790164169432
p4883,1,0.0166666666666667,,2,6,5,2,190.5,0.240840435,5,0.02631579,1,1,0,0,0.0165293019512106
p4884,1,0.0166666666666667,,2,11,9,1,150,0,9,0.02631579,0.5,0,0,0,0.0165293019512106
p4885,1,0.0166666666666667,,2,10,9,2,245.5,0.383125215,9,0.02631579,1,0,0,0,0.0165293019512106
p4886,1,0.0166666666666667,,1,2,2,1,150,1,10,0.02631579,1,1,1,1,0.0165293019512106
p4887,1,0.0166666666666667,,2,15,14,1,150,0,12,0.02631579,0.5,1,1,0,0.0165293019512106
p4888,2,0.0333333333333333,49.2333333333333,2,9,8,2,375,0.5,31,0.039473685,1,0,0,0,0.0327898228229909
p4889,1,0.0166666666666667,,2,7,6,1,150,0,5,0.02631579,0.5,0,0,0,0.0165293019512106
p489,1,0.0166666666666667,,2,20,15,1,150,0,14,0.02631579,0.5,1,1,1,0.0165293019512106
p4890,3,0.05,21.9333333333333,3,56,48,3,475,0.333333333333333,34.3333333333333,0.0526315783333333,1,1,1,1,0.048790164169432
p4891,1,0.0166666666666667,,2,11,10,1,150,0,10,0.02631579,0.5,1,1,1,0.0165293019512106
p4892,1,0.0166666666666667,,1,0,0,1,150,1,6,0.02631579,1,1,1,1,0.0165293019512106
p4893,1,0.0166666666666667,,2,10,10,1,150,0,10,0.02631579,0.5,0,0,0,0.0165293019512106
p4894,1,0.0166666666666667,,1,3,3,1,150,1,9,0.02631579,1,1,1,1,0.0165293019512106
p4896,1,0.0166666666666667,,2,12,11,1,150,0,10,0.02631579,0.5,1,1,1,0.0165293019512106
p4897,1,0.0166666666666667,,2,10,9,1,150,0,8,0.02631579,0.5,0,0,0,0.0165293019512106
p4898,0,0,,1,3,3,1,10,0.29349077,,,1,1,1,1,0
p4899,1,0.0166666666666667,,2,11,9,1,150,0,9,0.02631579,0.5,1,1,1,0.0165293019512106
p490,1,0.0166666666666667,,1,2,2,1,150,1,10,0.02631579,1,0,0,0,0.0165293019512106
p4900,2,0.0333333333333333,43.85,2,5,5,2,330,0.5,27,0.039473685,1,1,1,1,0.0327898228229909
p4901,1,0.0166666666666667,,1,1,1,1,135,1,9,0.02631579,1,0,0,0,0.0165293019512106
p4902,2,0.0333333333333333,47.1333333333333,2,9,8,2,330,0.5,30.5,0.039473685,1,1,1,1,0.0327898228229909
p4903,1,0.0166666666666667,,2,13,10,1,150,0,9,0.02631579,0.5,1,1,1,0.0165293019512106
p4904,1,0.0166666666666667,,2,15,13,1,150,0,13,0.02631579,0.5,1,1,0,0.0165293019512106
p4905,1,0.0166666666666667,,1,1,1,1,150,1,7,0.02631579,1,1,1,1,0.0165293019512106
p4906,1,0.0166666666666667,,2,7,6,2,150,6.783493e-05,6,0.02631579,1,0,0,0,0.0165293019512106
p4908,1,0.0166666666666667,,2,7,6,2,164,0.06385701,6,0.02631579,1,0,0,0,0.0165293019512106
p4909,1,0.0166666666666667,,2,13,11,1,150,0,11,0.02631579,0.5,0,0,0,0.0165293019512106
p4910,1,0.0166666666666667,,2,8,7,2,160.5,0.23810762,7,0.02631579,1,0,0,0,0.0165293019512106
p4911,1,0.0166666666666667,,2,18,15,1,50,0,14,0.02631579,0.5,0,0,0,0.0165293019512106
p4912,1,0.0166666666666667,,2,13,10,2,157.5,0.19722903,9,0.02631579,1,1,1,1,0.0165293019512106
p4913,1,0.0166666666666667,,2,17,16,1,150,0,16,0.02631579,0.5,1,1,1,0.0165293019512106
p4915,2,0.0333333333333333,46.1166666666667,2,8,7,2,350,0.5,29,0.039473685,1,1,1,1,0.0327898228229909
p4916,2,0.0333333333333333,41.95,2,6,5,2,375,0.5,26,0.039473685,1,0,0,0,0.0327898228229909
p4917,3,0.05,26.1583333333333,3,66,57,2,375,0,41,0.0526315783333333,0.666666666666667,1,0,0,0.048790164169432
p4918,29,0.483333333333333,1.2547619047619,6,151.280000000001,41,6,3877.49888533333,0.0366657574074074,22.551724137931,0.129561403322221,1,0,0,0,0.394291807510039
p4919,0,0,,1,1,1,0,,,,,0,0,0,0,0
p492,3,0.05,20.4666666666667,4,97,47,3,365,0,31.6666666666667,0.0526315783333333,0.75,1,1,1,0.048790164169432
p4920,1,0.0166666666666667,,2,12,11,2,75.5,0.0196624825,10,0.02631579,1,1,1,1,0.0165293019512106
p4922,1,0.0166666666666667,,2,12,12,2,165.5,0.045209745,11,0.02631579,1,0,0,0,0.0165293019512106
p4923,1,0.0166666666666667,,2,10,8,2,249.5,0.30699425,8,0.02631579,1,1,1,1,0.0165293019512106
p4924,1,0.0166666666666667,,2,11,10,2,191,0.168562025,9,0.02631579,1,0,0,0,0.0165293019512106
p4925,2,0.0333333333333333,41,2,12,9,2,375,0.5,28.5,0.039473685,1,1,1,1,0.0327898228229909
p4926,1,0.0166666666666667,,2,9,8,1,150,0,8,0.02631579,0.5,0,0,0,0.0165293019512106
p4927,1,0.0166666666666667,,1,1,1,1,150,1,11,0.02631579,1,0,0,0,0.0165293019512106
p4928,1,0.0166666666666667,,2,13,11,1,150,0,10,0.02631579,0.5,0,0,0,0.0165293019512106
p4929,3,0.05,19.2416666666667,3,49,42,3,475,0.333333333333333,30.6666666666667,0.0526315783333333,1,0,0,0,0.048790164169432
p493,1,0.0166666666666667,,1,1,1,1,150,1,6,0.02631579,1,0,0,0,0.0165293019512106
p4930,1,0.0166666666666667,,2,15,12,1,150,0,11,0.02631579,0.5,1,1,1,0.0165293019512106
p4931,1,0.0166666666666667,,2,8,7,1,150,0,6,0.02631579,0.5,1,1,1,0.0165293019512106
p4932,1,0.0166666666666667,,2,21,19,1,150,0,18,0.02631579,0.5,1,1,1,0.0165293019512106
p4933,2,0.0333333333333333,20.2333333333333,3,37,19,3,91.5,0.066399565,22,0.02631579,1,1,1,1,0.0327898228229909
p4934,1,0.0166666666666667,,2,9,8,1,150,0,8,0.02631579,0.5,0,0,0,0.0165293019512106
p4935,1,0.0166666666666667,,2,8,6,1,150,0,6,0.02631579,0.5,0,0,0,0.0165293019512106
p4936,1,0.0166666666666667,,3,16,10,3,58,0.21076502,9,0.02631579,1,0,0,0,0.0165293019512106
p4937,2,0.0333333333333333,46.2166666666667,2,8,8,2,375,0.5,31,0.039473685,1,1,1,0,0.0327898228229909
p4938,0,0,,1,2,2,1,4,0.2650173,,,1,1,1,0,0
p4939,3,0.05,22.5083333333333,3,55,49,3,325,0.333333333333333,35,0.0526315783333333,1,1,1,1,0.048790164169432
p494,1,0.0166666666666667,,2,12,10,2,189,0.24713464,9,0.02631579,1,1,1,1,0.0165293019512106
p4940,2,0.0333333333333333,44.9666666666667,3,59,52,2,375,0,28.5,0.039473685,0.666666666666667,1,1,1,0.0327898228229909
p4941,3,0.05,22.0583333333333,4,105,51,3,385,0,34.3333333333333,0.0526315783333333,0.75,1,0,0,0.048790164169432
p4942,1,0.0166666666666667,,2,6,4,2,81,0.162521,4.9225,0.02631579,1,0,0,0,0.0165293019512106
p4943,1,0.0166666666666667,,2,18,15,1,150,0,10,0.02631579,0.5,0,0,0,0.0165293019512106
p4944,1,0.0166666666666667,,2,9,8,2,197.5,0.11533951,7,0.02631579,1,1,1,1,0.0165293019512106
p4945,1,0.0166666666666667,,2,15,13,1,150,0,12,0.02631579,0.5,1,1,1,0.0165293019512106
p4946,1,0.0166666666666667,,1,0,0,1,150,1,6,0.02631579,1,0,0,0,0.0165293019512106
p4947,1,0.0166666666666667,,2,22,21,1,150,0,21,0.02631579,0.5,0,0,0,0.0165293019512106
p4948,1,0.0166666666666667,,2,13,11,1,150,0,10,0.02631579,0.5,1,1,1,0.0165293019512106
p4949,0,0,,1,1,1,1,4,0.13537551,,,1,0,0,0,0
p495,1,0.0166666666666667,,2,24,16,2,179,0.3483855,15,0.02631579,1,1,1,1,0.0165293019512106
p4950,3,0.05,23.0333333333333,4,123,57,3,475,0,39,0.0526315783333333,0.75,0,0,0,0.048790164169432
p4951,1,0.0166666666666667,,2,25,22,2,206,0.150993035,19,0.02631579,1,1,1,1,0.0165293019512106
p4952,2,0.0333333333333333,47.1,3,68,57,2,330,0,33.5,0.039473685,0.666666666666667,0,0,0,0.0327898228229909
p4953,1,0.0166666666666667,,2,9,8,1,150,0,8,0.02631579,0.5,1,1,1,0.0165293019512106
p4954,1,0.0166666666666667,,2,7,6,2,191.5,0.136965485,6,0.02631579,1,0,0,0,0.0165293019512106
p4955,1,0.0166666666666667,,2,12,10,1,150,0,10,0.02631579,0.5,1,1,1,0.0165293019512106
p4956,1,0.0166666666666667,,2,8,8,2,150,0,7,0.02631579,1,1,1,1,0.0165293019512106
p4957,1,0.0166666666666667,,1,1,1,1,150,1,6,0.02631579,1,0,0,0,0.0165293019512106
p4958,2,0.0333333333333333,46.2833333333333,3,63,55,2,337.5,0,30,0.039473685,0.666666666666667,1,1,1,0.0327898228229909
p496,3,0.05,17.15,3,45,38,3,475,0.333333333333333,27.3333333333333,0.0526315783333333,1,1,0,0,0.048790164169432
p4960,1,0.0166666666666667,,2,8,7,2,168.5,0.0539087875,6,0.02631579,1,0,0,0,0.0165293019512106
p4962,1,0.0166666666666667,,2,10,9,2,116,0.035593122,9,0.02631579,1,0,0,0,0.0165293019512106
p4963,2,0.0333333333333333,15.5333333333333,3,54,34,3,6.33333333333333,0.0690019566666667,25,0.013157895,1,0,0,0,0.0327898228229909
p4964,2,0.0333333333333333,49.1666666666667,3,65,57,2,375,0,31.5,0.039473685,0.666666666666667,1,1,1,0.0327898228229909
p4965,3,0.05,23.1333333333333,4,109,52,3,475,0,36,0.0526315783333333,0.75,1,0,0,0.048790164169432
p4966,2,0.0333333333333333,43.4333333333333,2,11,9,2,375,0.5,29.5,0.039473685,1,1,1,1,0.0327898228229909
p4967,1,0.0166666666666667,,2,9,8,2,44,0.0451569,7,0.02631579,1,0,0,0,0.0165293019512106
p4968,2,0.0333333333333333,10.2333333333333,3,38,24,2,90,0,18,0.013157895,0.666666666666667,1,1,1,0.0327898228229909
p4969,1,0.0166666666666667,,2,13,11,1,150,0,10,0.02631579,0.5,0,0,0,0.0165293019512106
p497,3,0.05,18.175,4,67,42,4,265.5,0.05188258,22,0.0526315783333333,1,0,0,0,0.048790164169432
p4971,0,0,,1,1,1,1,15,0.47117618,,,1,0,0,0,0
p4972,1,0.0166666666666667,,2,7,6,2,191,0.26288075,6,0.02631579,1,0,0,0,0.0165293019512106
p4973,1,0.0166666666666667,,2,10,9,1,150,0,9,0.02631579,0.5,1,1,1,0.0165293019512106
p4974,1,0.0166666666666667,,2,13,12,1,85,0,11,0.02631579,0.5,1,1,1,0.0165293019512106
p4975,1,0.0166666666666667,,2,8,8,1,60,0,8,0.02631579,0.5,1,1,1,0.0165293019512106
p4976,2,0.0333333333333333,31.6666666666667,3,44,37,2,250,0,20.5,0.039473685,0.666666666666667,1,1,0,0.0327898228229909
p4977,1,0.0166666666666667,,3,12,9,2,261.5,0.3580347,9,0.02631579,0.666666666666667,0,0,0,0.0165293019512106
p4978,1,0.0166666666666667,,2,13,12,2,214.5,0.144477325,11,0.02631579,1,1,1,1,0.0165293019512106
p4979,1,0.0166666666666667,,2,9,8,1,150,0,7,0.02631579,0.5,1,0,0,0.0165293019512106
p498,2,0.0333333333333333,41.9166666666667,2,13,11,1,150,0,32,0.039473685,0.5,1,0,0,0.0327898228229909
p4980,1,0.0166666666666667,,1,1,1,1,150,1,7,0.02631579,1,1,1,1,0.0165293019512106
p4982,1,0.0166666666666667,,1,2,2,1,150,1,7,0.02631579,1,0,0,0,0.0165293019512106
p4983,2,0.0333333333333333,51.55,3,67,59,2,375,0,32.5,0.039473685,0.666666666666667,1,1,0,0.0327898228229909
p4984,1,0.0166666666666667,,1,0,0,1,15,1,6,0,1,1,1,0,0.0165293019512106
p4985,1,0.0166666666666667,,2,11,8,2,96.5,0.8855773,7,0,1,1,1,1,0.0165293019512106
p4986,1,0.0166666666666667,,2,12,10,1,150,0,9,0.02631579,0.5,0,0,0,0.0165293019512106
p4987,1,0.0166666666666667,,2,16,11,2,203,0.2720001,11,0.02631579,1,1,1,1,0.0165293019512106
p4988,1,0.0166666666666667,,2,2,1,1,150,1,10,0.02631579,0.5,0,0,0,0.0165293019512106
p4989,1,0.0166666666666667,,2,32,21,1,60,0,20,0.02631579,0.5,1,1,0,0.0165293019512106
p499,1,0.0166666666666667,,2,9,7,2,178.5,0.070270115,7,0.02631579,1,0,0,0,0.0165293019512106
p4990,1,0.0166666666666667,,1,2,2,1,150,1,12,0.02631579,1,1,1,1,0.0165293019512106
p4991,3,0.05,24.9333333333333,4,117,57,3,475,0,38.3333333333333,0.0526315783333333,0.75,1,0,0,0.048790164169432
p4992,1,0.0166666666666667,,2,14,12,2,208,0.116244325,11,0.02631579,1,0,0,0,0.0165293019512106
p4993,3,0.05,23.6,4,127,59,3,475,0,38.6666666666667,0.0526315783333333,0.75,1,1,1,0.048790164169432
p4994,1,0.0166666666666667,,2,5,5,1,150,0,5,0.02631579,0.5,1,1,1,0.0165293019512106
p4995,1,0.0166666666666667,,2,14,13,1,150,0,12,0.02631579,0.5,1,1,1,0.0165293019512106
p4996,2,0.0333333333333333,22.85,4,49,27,4,154.25,0.333333333333333,20.5,0.039473685,1,1,1,1,0.0327898228229909
p4997,3,0.05,25.3333333333333,3,65,56,3,475,0.333333333333333,40,0.0526315783333333,1,1,1,1,0.048790164169432
p4998,2,0.0333333333333333,9.6,3,25,17,2,90,0,12,0.013157895,0.666666666666667,1,1,1,0.0327898228229909
p4999,1,0.0166666666666667,,2,9,8,1,150,0,7,0.02631579,0.5,0,0,0,0.0165293019512106
p5,1,0.0166666666666667,,2,11,10,1,150,0,9,0.02631579,0.5,1,1,0,0.0165293019512106
p50,1,0.0166666666666667,,2,15,13,1,0,0,11,0.02631579,0.5,1,1,1,0.0165293019512106
p500,3,0.05,18.8083333333333,3,49,41,3,475,0.333333333333333,30.3333333333333,0.0526315783333333,1,1,1,1,0.048790164169432
p5000,1,0.0166666666666667,,2,10,9,1,150,0,8,0.02631579,0.5,0,0,0,0.0165293019512106
p5001,1,0.0166666666666667,,2,26,21,1,60,0,19,0.02631579,0.5,1,1,1,0.0165293019512106
p5002,1,0.0166666666666667,,2,18,16,2,185.5,0.23140615,16,0.02631579,1,0,0,0,0.0165293019512106
p5003,1,0.0166666666666667,,2,25,17,2,206,0.1412116,16,0.02631579,1,1,0,0,0.0165293019512106
p5004,3,0.05,21.4333333333333,4,107,51,4,530,0.024262134,34.6666666666667,0.0526315783333333,1,1,0,0,0.048790164169432
p5005,2,0.0333333333333333,41.9333333333333,3,58,50,3,456.666666666667,0.0324467633333333,28,0.039473685,1,1,1,1,0.0327898228229909
p5006,1,0.0166666666666667,,2,19,15,1,150,0,14,0.02631579,0.5,1,1,1,0.0165293019512106
p5007,1,0.0166666666666667,,2,6,6,2,159,0.010356851,6,0.02631579,1,0,0,0,0.0165293019512106
p5008,1,0.0166666666666667,,2,7,6,1,150,0,6,0.02631579,0.5,0,0,0,0.0165293019512106
p5009,1,0.0166666666666667,,2,19,16,1,15,,12,0,0.5,1,1,1,0.0165293019512106
p5010,1,0.0166666666666667,,2,13,11,1,60,0,9,0.02631579,0.5,0,0,0,0.0165293019512106
p5011,2,0.0333333333333333,7.41666666666667,3,29,17,2,90,0,13,0.013157895,0.666666666666667,1,1,1,0.0327898228229909
p5012,1,0.0166666666666667,,1,12,12,1,150,1,20,0.02631579,1,1,1,0,0.0165293019512106
